DNA_plate	DNA_well	old_sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	PigPen	Cohort	Dysentery	date of sample	pig ID	alt_sample_name	replicate	r1_filename	r2_filename
plate_6	G2	Fe7/14317			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14317					-80C			2C		0.0	Fe7	14317	14317-170207-01	1	combined_new/plate_6_G2.r1.fastq.gz	combined_new/plate_6_G2.r2.fastq.gz
plate_8	C7	Fe7/14320			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14320					-80C			2F		0.0	Fe7	14320	14320-170207-01	1	combined_new/plate_8_C7.r1.fastq.gz	combined_new/plate_8_C7.r2.fastq.gz
plate_7	B1	Fe7/14322			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14322					-80C			1A		0.0	Fe7	14322	14322-170207-01	1	combined_new/plate_7_B1.r1.fastq.gz	combined_new/plate_7_B1.r2.fastq.gz
plate_6	B3	Fe7/29631			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29631					-80C			1C		0.0	Fe7	29631	29631-170207-01	1	combined_new/plate_6_B3.r1.fastq.gz	combined_new/plate_6_B3.r2.fastq.gz
plate_4	H8	Fe7/29633			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29633					-80C			4B		0.0	Fe7	29633	29633-170207-01	1	combined_new/plate_4_H8.r1.fastq.gz	combined_new/plate_4_H8.r2.fastq.gz
plate_4	A8	Fe7/29643			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29643					-80C			3F		0.0	Fe7	29643	29643-170207-01	1	combined_new/plate_4_A8.r1.fastq.gz	combined_new/plate_4_A8.r2.fastq.gz
plate_3	F2	Fe7/29644			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29644					-80C			2B		0.0	Fe7	29644	29644-170207-01	1	combined_new/plate_3_F2.r1.fastq.gz	combined_new/plate_3_F2.r2.fastq.gz
plate_4	E4	Fe7/29645			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29645					-80C			3F		0.0	Fe7	29645	29645-170207-01	1	combined_new/plate_4_E4.r1.fastq.gz	combined_new/plate_4_E4.r2.fastq.gz
plate_3	G9	Fe7/29646			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29646					-80C			3F		0.0	Fe7	29646	29646-170207-01	1	combined_new/plate_3_G9.r1.fastq.gz	combined_new/plate_3_G9.r2.fastq.gz
plate_5	E8	Fe7/29652			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29652					-80C			2D		0.0	Fe7	29652	29652-170207-01	1	combined_new/plate_5_E8.r1.fastq.gz	combined_new/plate_5_E8.r2.fastq.gz
plate_4	G11	Fe7/29653			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29653					-80C			4A		0.0	Fe7	29653	29653-170207-01	1	combined_new/plate_4_G11.r1.fastq.gz	combined_new/plate_4_G11.r2.fastq.gz
plate_7	D7	Fe7/29654			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29654					-80C			1C		0.0	Fe7	29654	29654-170207-01	1	combined_new/plate_7_D7.r1.fastq.gz	combined_new/plate_7_D7.r2.fastq.gz
plate_3	H3	Fe7/29655			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29655					-80C			3E		0.0	Fe7	29655	29655-170207-01	1	combined_new/plate_3_H3.r1.fastq.gz	combined_new/plate_3_H3.r2.fastq.gz
plate_8	E4	Fe7/29665			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29665					-80C			1B		0.0	Fe7	29665	29665-170207-01	1	combined_new/plate_8_E4.r1.fastq.gz	combined_new/plate_8_E4.r2.fastq.gz
plate_4	G8	Fe7/29666			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29666					-80C			1C		0.0	Fe7	29666	29666-170207-01	1	combined_new/plate_4_G8.r1.fastq.gz	combined_new/plate_4_G8.r2.fastq.gz
plate_5	B11	Fe7/29667			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29667					-80C			2F		0.0	Fe7	29667	29667-170207-01	1	combined_new/plate_5_B11.r1.fastq.gz	combined_new/plate_5_B11.r2.fastq.gz
plate_3	F7	Fe7/29668			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29668					-80C			4A		0.0	Fe7	29668	29668-170207-01	1	combined_new/plate_3_F7.r1.fastq.gz	combined_new/plate_3_F7.r2.fastq.gz
plate_8	H6	Fe7/29679			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29679					-80C			3D		0.0	Fe7	29679	29679-170207-01	1	combined_new/plate_8_H6.r1.fastq.gz	combined_new/plate_8_H6.r2.fastq.gz
plate_5	D4	Fe7/29691			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29691					-80C			2D		0.0	Fe7	29691	29691-170207-01	1	combined_new/plate_5_D4.r1.fastq.gz	combined_new/plate_5_D4.r2.fastq.gz
plate_8	E5	Fe7/29692			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29692					-80C			3A		0.0	Fe7	29692	29692-170207-01	1	combined_new/plate_8_E5.r1.fastq.gz	combined_new/plate_8_E5.r2.fastq.gz
plate_4	B12	Fe7/29694			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29694					-80C			4C		0.0	Fe7	29694	29694-170207-01	1	combined_new/plate_4_B12.r1.fastq.gz	combined_new/plate_4_B12.r2.fastq.gz
plate_8	D3	Fe7/29700			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29700					-80C			3B		0.0	Fe7	29700	29700-170207-01	1	combined_new/plate_8_D3.r1.fastq.gz	combined_new/plate_8_D3.r2.fastq.gz
plate_8	B10	Fe7/29702			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29702					-80C			3E		0.0	Fe7	29702	29702-170207-01	1	combined_new/plate_8_B10.r1.fastq.gz	combined_new/plate_8_B10.r2.fastq.gz
plate_7	D4	Fe7/29703			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29703					-80C			2E		0.0	Fe7	29703	29703-170207-01	1	combined_new/plate_7_D4.r1.fastq.gz	combined_new/plate_7_D4.r2.fastq.gz
plate_7	C7	Fe7/29704			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29704					-80C			3C		0.0	Fe7	29704	29704-170207-01	1	combined_new/plate_7_C7.r1.fastq.gz	combined_new/plate_7_C7.r2.fastq.gz
plate_8	C10	Fe7/29705			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29705					-80C			1B		0.0	Fe7	29705	29705-170207-01	1	combined_new/plate_8_C10.r1.fastq.gz	combined_new/plate_8_C10.r2.fastq.gz
plate_7	F5	Fe7/29707			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29707					-80C			1A		0.0	Fe7	29707	29707-170207-01	1	combined_new/plate_7_F5.r1.fastq.gz	combined_new/plate_7_F5.r2.fastq.gz
plate_7	A8	Fe7/29715			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29715					-80C			3E		0.0	Fe7	29715	29715-170207-01	1	combined_new/plate_7_A8.r1.fastq.gz	combined_new/plate_7_A8.r2.fastq.gz
plate_3	C10	Fe7/29718			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29718					-80C			4C		0.0	Fe7	29718	29718-170207-01	1	combined_new/plate_3_C10.r1.fastq.gz	combined_new/plate_3_C10.r2.fastq.gz
plate_5	E10	Fe7/29742			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29742					-80C			2C		0.0	Fe7	29742	29742-170207-01	1	combined_new/plate_5_E10.r1.fastq.gz	combined_new/plate_5_E10.r2.fastq.gz
plate_6	H10	Fe7/29743			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29743					-80C			4C		0.0	Fe7	29743	29743-170207-01	1	combined_new/plate_6_H10.r1.fastq.gz	combined_new/plate_6_H10.r2.fastq.gz
plate_4	G12	Fe7/29745			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29745					-80C			3F		0.0	Fe7	29745	29745-170207-01	1	combined_new/plate_4_G12.r1.fastq.gz	combined_new/plate_4_G12.r2.fastq.gz
plate_6	C1	Fe7/29752			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29752					-80C			2A		0.0	Fe7	29752	29752-170207-01	1	combined_new/plate_6_C1.r1.fastq.gz	combined_new/plate_6_C1.r2.fastq.gz
plate_3	F1	Fe7/29753			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29753					-80C			4C		0.0	Fe7	29753	29753-170207-01	1	combined_new/plate_3_F1.r1.fastq.gz	combined_new/plate_3_F1.r2.fastq.gz
plate_7	A7	Fe7/29754			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29754					-80C			2F		0.0	Fe7	29754	29754-170207-01	1	combined_new/plate_7_A7.r1.fastq.gz	combined_new/plate_7_A7.r2.fastq.gz
plate_6	F9	Fe7/29765			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29765					-80C			2B		0.0	Fe7	29765	29765-170207-01	1	combined_new/plate_6_F9.r1.fastq.gz	combined_new/plate_6_F9.r2.fastq.gz
plate_3	E2	Fe7/29777			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29777					-80C			4B		0.0	Fe7	29777	29777-170207-01	1	combined_new/plate_3_E2.r1.fastq.gz	combined_new/plate_3_E2.r2.fastq.gz
plate_6	A4	Fe7/29778			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29778					-80C			2C		0.0	Fe7	29778	29778-170207-01	1	combined_new/plate_6_A4.r1.fastq.gz	combined_new/plate_6_A4.r2.fastq.gz
plate_4	B4	Fe7/29781			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29781					-80C			4A		0.0	Fe7	29781	29781-170207-01	1	combined_new/plate_4_B4.r1.fastq.gz	combined_new/plate_4_B4.r2.fastq.gz
plate_3	A10	Fe7/29792			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29792					-80C			2A		0.0	Fe7	29792	29792-170207-01	1	combined_new/plate_3_A10.r1.fastq.gz	combined_new/plate_3_A10.r2.fastq.gz
plate_4	C2	Fe7/29793			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29793					-80C			4C		0.0	Fe7	29793	29793-170207-01	1	combined_new/plate_4_C2.r1.fastq.gz	combined_new/plate_4_C2.r2.fastq.gz
plate_3	G6	Fe7/29796			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Fe7	29796	29796-170207-01	1	combined_new/plate_3_G6.r1.fastq.gz	combined_new/plate_3_G6.r2.fastq.gz
plate_3	G10	Fe7/29797			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29797					-80C			4A		0.0	Fe7	29797	29797-170207-01	1	combined_new/plate_3_G10.r1.fastq.gz	combined_new/plate_3_G10.r2.fastq.gz
plate_4	E1	Fe7/29846			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29846					-80C			2C		0.0	Fe7	29846	29846-170207-01	1	combined_new/plate_4_E1.r1.fastq.gz	combined_new/plate_4_E1.r2.fastq.gz
plate_3	G2	Fe7/29847			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29847					-80C			4C		0.0	Fe7	29847	29847-170207-01	1	combined_new/plate_3_G2.r1.fastq.gz	combined_new/plate_3_G2.r2.fastq.gz
plate_7	C1	Fe7/29863			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29863					-80C			3A		0.0	Fe7	29863	29863-170207-01	1	combined_new/plate_7_C1.r1.fastq.gz	combined_new/plate_7_C1.r2.fastq.gz
plate_3	E5	Fe7/29864			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29864					-80C			2C		0.0	Fe7	29864	29864-170207-01	1	combined_new/plate_3_E5.r1.fastq.gz	combined_new/plate_3_E5.r2.fastq.gz
plate_3	E4	Fe7/29865			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29865					-80C			2E		0.0	Fe7	29865	29865-170207-01	1	combined_new/plate_3_E4.r1.fastq.gz	combined_new/plate_3_E4.r2.fastq.gz
plate_5	G5	Fe7/29875			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29875					-80C			2A		0.0	Fe7	29875	29875-170207-01	1	combined_new/plate_5_G5.r1.fastq.gz	combined_new/plate_5_G5.r2.fastq.gz
plate_8	G2	Fe7/29898			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29898					-80C			1C		0.0	Fe7	29898	29898-170207-01	1	combined_new/plate_8_G2.r1.fastq.gz	combined_new/plate_8_G2.r2.fastq.gz
plate_7	A2	Fe7/29900			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29900					-80C			3D		0.0	Fe7	29900	29900-170207-01	1	combined_new/plate_7_A2.r1.fastq.gz	combined_new/plate_7_A2.r2.fastq.gz
plate_6	A5	Fe7/29901			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29901					-80C			3B		0.0	Fe7	29901	29901-170207-01	1	combined_new/plate_6_A5.r1.fastq.gz	combined_new/plate_6_A5.r2.fastq.gz
plate_7	B9	Fe7/29912			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29912					-80C			1A		0.0	Fe7	29912	29912-170207-01	1	combined_new/plate_7_B9.r1.fastq.gz	combined_new/plate_7_B9.r2.fastq.gz
plate_7	A6	Fe7/29913			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29913					-80C			1A		0.0	Fe7	29913	29913-170207-01	1	combined_new/plate_7_A6.r1.fastq.gz	combined_new/plate_7_A6.r2.fastq.gz
plate_5	D9	Fe7/29914			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29914					-80C			2B		0.0	Fe7	29914	29914-170207-01	1	combined_new/plate_5_D9.r1.fastq.gz	combined_new/plate_5_D9.r2.fastq.gz
plate_7	B12	Fe7/29924			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29924					-80C			3A		0.0	Fe7	29924	29924-170207-01	1	combined_new/plate_7_B12.r1.fastq.gz	combined_new/plate_7_B12.r2.fastq.gz
plate_8	B6	Fe7/29931			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29931					-80C			2F		0.0	Fe7	29931	29931-170207-01	1	combined_new/plate_8_B6.r1.fastq.gz	combined_new/plate_8_B6.r2.fastq.gz
plate_8	B3	Fe7/29934			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29934					-80C			2E		0.0	Fe7	29934	29934-170207-01	1	combined_new/plate_8_B3.r1.fastq.gz	combined_new/plate_8_B3.r2.fastq.gz
plate_8	H12	Fe7/29939			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29939					-80C			1B		0.0	Fe7	29939	29939-170207-01	1	combined_new/plate_8_H12.r1.fastq.gz	combined_new/plate_8_H12.r2.fastq.gz
plate_3	C5	Fe7/29943			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29943					-80C			3D		0.0	Fe7	29943	29943-170207-01	1	combined_new/plate_3_C5.r1.fastq.gz	combined_new/plate_3_C5.r2.fastq.gz
plate_8	C3	Fe7/29948			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29948					-80C			1C		0.0	Fe7	29948	29948-170207-01	1	combined_new/plate_8_C3.r1.fastq.gz	combined_new/plate_8_C3.r2.fastq.gz
plate_4	D5	Fe7/29949			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29949					-80C			4B		0.0	Fe7	29949	29949-170207-01	1	combined_new/plate_4_D5.r1.fastq.gz	combined_new/plate_4_D5.r2.fastq.gz
plate_3	A5	Fe7/29951			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29951					-80C			2E		0.0	Fe7	29951	29951-170207-01	1	combined_new/plate_3_A5.r1.fastq.gz	combined_new/plate_3_A5.r2.fastq.gz
plate_7	E7	Fe7/29961			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29961					-80C			2D		0.0	Fe7	29961	29961-170207-01	1	combined_new/plate_7_E7.r1.fastq.gz	combined_new/plate_7_E7.r2.fastq.gz
plate_7	E5	Fe7/29962			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29962					-80C			1B		0.0	Fe7	29962	29962-170207-01	1	combined_new/plate_7_E5.r1.fastq.gz	combined_new/plate_7_E5.r2.fastq.gz
plate_8	F9	Fe8/14208			Gut microflora metagenomics	2017-02-08	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14208								4B		0.0	Fe8	14208	14208-170208-01	1	combined_new/plate_8_F9.r1.fastq.gz	combined_new/plate_8_F9.r2.fastq.gz
